timestamp,temperature,humidity,wind_speed,precipitation,vegetation_index,latitude,human_activity_index,longitude,severity
2020-01-02 07:00:00,29.1,79,10,3.5,34,45.8774,43,-73.8253,0
2020-01-02 08:00:00,26.6,11,29,1.3,53,45.7118,33,-72.9469,0
2020-01-02 09:00:00,17.7,26,37,1.7,44,45.8311,31,-72.2702,0
2020-01-02 10:00:00,26.2,61,14,1.0,58,44.2141,3,-72.7712,0
2020-01-02 11:00:00,27.3,45,36,4.4,60,44.1572,42,-72.2639,0
2020-01-02 12:00:00,31.7,81,31,0.9,45,45.177,18,-73.8729,0
2020-01-02 13:00:00,28.1,72,34,1.0,56,45.2052,100,-72.3221,0
2020-01-02 14:00:00,18.9,29,19,4.9,68,45.7807,30,-73.1744,0
2020-01-02 15:00:00,24.4,39,24,4.4,58,45.7276,97,-72.32,0
2020-01-02 16:00:00,32.1,43,5,2.7,76,45.3958,54,-73.9821,0
2020-01-02 17:00:00,25.6,79,37,3.3,55,45.5355,58,-73.0098,0
2020-01-02 18:00:00,17.3,89,26,1.2,36,45.6147,70,-72.4962,0
2020-01-02 19:00:00,26.6,10,14,3.8,74,44.5115,25,-72.6143,0
2020-01-02 20:00:00,39.8,66,5,3.5,64,45.0493,70,-72.6795,0
2020-01-02 21:00:00,29.3,46,12,3.9,77,45.6445,10,-73.1894,0
2020-01-02 22:00:00,31.1,44,18,1.4,75,44.5476,7,-72.3686,0
2020-01-02 23:00:00,16.0,41,30,1.9,74,45.3904,11,-72.7456,0
2020-01-03 00:00:00,32.7,60,1,0.3,71,45.1475,7,-73.3607,0
2020-01-03 01:00:00,21.5,46,38,4.5,54,45.1465,38,-73.3973,0
2020-01-03 02:00:00,31.0,27,38,2.3,47,44.8971,47,-73.2886,0
2020-01-03 03:00:00,20.4,81,14,0.9,40,45.7421,63,-72.6355,0
2020-01-03 04:00:00,29.0,79,0,1.4,39,44.2837,25,-72.0378,0
2020-01-03 05:00:00,20.2,22,8,3.2,43,44.8546,52,-72.9606,0
2020-01-03 06:00:00,23.3,72,18,4.1,43,44.5794,75,-72.334,0
2020-01-03 07:00:00,33.8,80,9,2.7,55,44.2992,53,-72.0854,0
2020-01-03 08:00:00,34.1,40,40,3.8,58,45.8822,84,-72.8678,0
2020-01-03 09:00:00,25.4,27,0,1.8,75,45.3145,83,-73.3987,0
2020-01-03 10:00:00,28.9,83,1,4.8,47,45.1051,95,-72.926,0
2020-01-03 11:00:00,19.7,61,25,0.5,77,44.3008,45,-73.606,0
2020-01-03 12:00:00,26.4,70,8,2.6,67,44.0047,58,-73.0065,0
2020-01-03 13:00:00,17.1,56,36,2.2,80,45.6571,11,-73.9328,0
2020-01-03 14:00:00,20.2,44,0,4.0,66,45.2225,19,-72.0348,0
2020-01-03 15:00:00,16.4,73,39,1.0,76,44.9593,25,-73.0157,0
2020-01-03 16:00:00,28.6,49,20,3.8,65,44.9392,60,-73.3212,0
2020-01-03 17:00:00,18.5,37,2,2.8,72,45.5262,61,-73.5756,0
2020-01-03 18:00:00,26.4,72,13,4.2,30,45.0375,63,-73.9517,0
2020-01-03 19:00:00,30.3,25,39,4.5,58,44.3111,13,-72.8328,0
2020-01-03 20:00:00,24.3,11,8,2.2,67,44.5202,71,-72.845,0
2020-01-03 21:00:00,25.4,26,9,4.0,63,45.6981,59,-72.4056,0
2020-01-03 22:00:00,35.7,14,26,3.5,74,44.9457,86,-73.3154,0
2020-01-03 23:00:00,15.3,68,31,1.1,59,45.6766,8,-73.3011,0
2020-01-04 00:00:00,23.4,17,15,0.8,78,44.2813,66,-73.8299,0
2020-01-04 01:00:00,38.8,59,31,4.1,46,45.4402,88,-72.3607,0
2020-01-04 02:00:00,17.7,60,34,0.5,59,45.0523,88,-72.5271,0
2020-01-04 03:00:00,19.9,11,19,1.5,68,45.0822,30,-73.9875,0
2020-01-04 04:00:00,30.4,39,40,3.9,72,44.4971,64,-73.3369,0
2020-01-04 05:00:00,38.8,25,36,2.2,37,45.5358,7,-72.9381,0
2020-01-04 06:00:00,31.2,88,31,0.9,64,44.099,9,-72.9969,0
2020-01-04 07:00:00,36.9,75,15,3.6,38,44.4546,25,-72.7039,0
2020-01-04 08:00:00,25.3,62,16,0.6,45,45.3415,44,-72.4202,0
2020-01-04 09:00:00,38.5,13,22,1.2,50,44.6818,78,-72.523,0
2020-01-04 10:00:00,19.2,63,36,2.4,74,45.6686,92,-72.5952,0
2020-01-04 11:00:00,34.7,43,35,2.2,41,44.1839,82,-72.3072,0
2020-01-04 12:00:00,21.5,19,0,4.9,69,44.1869,35,-73.1416,0
2020-01-04 13:00:00,39.1,45,7,4.1,30,44.0778,16,-72.3184,0
2020-01-04 14:00:00,15.9,84,20,2.7,54,45.3841,32,-73.6537,0
2020-01-04 15:00:00,20.0,32,33,3.9,62,44.3705,33,-73.0813,0
2020-01-04 16:00:00,29.2,63,2,4.1,38,44.4762,26,-72.5846,0
2020-01-04 17:00:00,17.1,40,11,0.0,39,44.6442,60,-73.7717,0
2020-01-04 18:00:00,28.8,17,23,0.7,48,44.0902,62,-72.8782,0
2020-01-04 19:00:00,37.7,43,31,4.6,59,44.4643,98,-72.1437,0
2020-01-04 20:00:00,26.3,28,13,1.7,43,45.0096,95,-72.6934,0
2020-01-04 21:00:00,24.3,39,12,5.0,40,44.3448,100,-73.4231,0
2020-01-04 22:00:00,35.7,43,38,3.1,30,45.6374,8,-72.0709,0
2020-01-04 23:00:00,19.4,88,39,1.2,41,44.0179,38,-72.4203,0
2020-01-05 00:00:00,28.3,26,28,1.3,61,44.5182,48,-73.7019,0
2020-01-05 01:00:00,28.5,82,32,1.9,32,45.6745,32,-73.0773,0
2020-01-05 02:00:00,32.3,47,14,1.2,36,45.8296,1,-72.4606,0
2020-01-05 03:00:00,36.2,63,4,3.5,42,45.4621,1,-73.0004,0
2020-01-05 04:00:00,35.4,41,17,3.4,31,44.5008,68,-72.2155,0
2020-01-05 05:00:00,32.4,55,3,1.3,79,45.2026,11,-73.9528,0
2020-01-05 06:00:00,32.6,74,29,1.8,61,45.3851,72,-72.6303,0
2020-01-05 07:00:00,27.7,72,7,2.8,64,45.0601,55,-72.1515,0
2020-01-05 08:00:00,36.0,52,32,4.1,50,45.2368,70,-73.8874,0
2020-01-05 09:00:00,29.8,10,22,4.3,37,45.505,70,-73.1849,0
2020-01-05 10:00:00,21.0,49,25,4.5,65,45.3204,0,-73.0614,0
2020-01-05 11:00:00,24.7,89,30,1.5,73,45.0875,19,-73.8512,0
2020-01-05 12:00:00,23.3,27,32,3.6,56,44.9065,9,-73.3516,0
2020-01-05 13:00:00,24.8,45,10,1.0,53,45.5285,24,-72.0393,0
2020-01-05 14:00:00,15.9,66,25,2.7,80,44.4171,81,-73.0451,0
2020-01-05 15:00:00,39.2,33,15,2.2,70,45.9126,93,-73.1858,0
2020-01-05 16:00:00,22.7,14,29,2.9,70,45.8176,42,-73.0827,0
2020-01-05 17:00:00,19.4,79,17,0.9,74,45.7948,83,-73.3075,0
2020-01-05 18:00:00,38.9,31,23,2.6,44,44.1391,89,-73.1759,0
2020-01-05 19:00:00,15.5,78,5,4.6,48,45.3285,47,-72.6447,0
2020-01-05 20:00:00,31.3,78,16,4.1,40,44.7939,37,-73.7841,0
2020-01-05 21:00:00,29.4,43,15,4.1,39,44.427,31,-73.0913,0
2020-01-05 22:00:00,29.0,33,6,1.8,38,45.052,12,-73.9015,0
2020-01-05 23:00:00,32.9,61,27,0.6,59,44.7465,12,-73.2315,0
2020-01-06 00:00:00,35.5,23,15,1.1,53,44.6204,96,-72.4762,0
2020-01-06 01:00:00,29.8,25,0,4.6,30,45.0875,97,-73.9273,0
2020-01-06 02:00:00,27.9,76,16,2.3,53,44.3836,9,-73.7642,0
2020-01-06 03:00:00,20.9,23,18,2.8,57,45.7264,66,-73.9065,0
2020-01-06 04:00:00,21.3,32,32,0.5,52,45.9278,31,-72.3413,0
2020-01-06 05:00:00,22.8,83,39,0.1,62,44.1755,45,-72.8264,0
2020-01-06 06:00:00,38.5,47,29,2.6,45,45.7105,26,-72.1009,0
2020-01-06 07:00:00,35.4,60,17,3.5,62,45.3899,45,-73.5501,0
2020-01-06 08:00:00,33.0,37,11,2.5,74,44.0641,2,-73.744,0
2020-01-06 09:00:00,34.7,37,30,3.0,80,44.4492,72,-72.4602,0
2020-01-06 10:00:00,33.6,88,15,0.8,35,45.9231,14,-72.7447,0
2020-01-06 11:00:00,24.5,76,8,3.3,74,45.8567,98,-73.4456,0
2020-01-06 12:00:00,16.7,14,25,2.6,43,45.4007,21,-73.0593,0
2020-01-06 13:00:00,15.8,54,29,2.6,50,44.3938,22,-72.4929,0
2020-01-06 14:00:00,33.8,27,39,4.0,53,45.1421,25,-72.1875,0
2020-01-06 15:00:00,22.6,61,27,2.3,30,45.343,98,-73.0915,0
2020-01-06 16:00:00,36.8,33,15,1.9,77,45.8114,17,-72.1056,0
2020-01-06 17:00:00,20.4,17,2,2.8,61,45.6468,21,-73.3031,0
2020-01-06 18:00:00,37.1,84,19,3.9,34,45.9389,92,-73.6172,0
2020-01-06 19:00:00,35.0,42,10,3.3,56,45.2223,7,-73.5447,0
2020-01-06 20:00:00,35.5,77,7,2.6,34,44.0007,49,-72.3946,0
2020-01-06 21:00:00,38.3,35,21,4.8,80,44.921,56,-73.4102,0
2020-01-06 22:00:00,32.9,12,12,3.1,41,44.5386,17,-73.4994,0
2020-01-06 23:00:00,39.7,66,16,2.2,45,45.1152,16,-72.4679,0
2020-01-07 00:00:00,17.7,90,30,2.8,55,44.6355,98,-73.7724,0
2020-01-07 01:00:00,28.1,64,17,1.7,74,44.7895,23,-73.0059,0
2020-01-07 02:00:00,29.8,47,39,1.3,35,44.798,9,-72.3954,0
2020-01-07 03:00:00,36.0,30,15,0.8,40,44.2657,60,-72.5097,0
2020-01-07 04:00:00,22.5,29,0,2.2,80,44.9474,85,-73.912,0
2020-01-07 05:00:00,33.3,79,18,3.9,31,44.2446,34,-72.4594,0
2020-01-07 06:00:00,38.5,58,14,3.4,34,44.4094,15,-72.386,0
2020-01-07 07:00:00,21.2,21,30,2.9,46,44.2236,99,-73.707,0
2020-01-07 08:00:00,39.2,68,34,2.4,47,45.508,71,-72.4286,0
2020-01-07 09:00:00,28.5,25,16,1.0,42,45.5943,70,-72.7678,0
2020-01-07 10:00:00,37.2,52,30,4.4,67,44.9131,97,-73.2523,0
2020-01-07 11:00:00,18.9,29,3,0.1,70,44.7948,71,-73.0795,0
2020-01-07 12:00:00,35.2,44,37,1.4,36,44.8617,2,-73.3902,0
2020-01-07 13:00:00,17.8,48,8,1.6,42,45.795,69,-73.7684,0
2020-01-07 14:00:00,22.0,49,35,4.3,33,45.16,45,-73.0915,0
2020-01-07 15:00:00,23.6,19,16,3.1,72,44.3422,58,-72.1327,0
2020-01-07 16:00:00,36.0,61,38,0.6,42,45.9111,100,-73.3945,0
2020-01-07 17:00:00,19.5,14,19,1.2,72,44.125,37,-73.6431,0
2020-01-07 18:00:00,36.6,30,28,2.4,63,44.5764,85,-72.201,0
2020-01-07 19:00:00,22.8,88,23,0.2,75,45.9326,51,-72.1638,0
2020-01-07 20:00:00,38.7,20,18,1.5,51,44.1332,46,-73.89,0
2020-01-07 21:00:00,16.6,60,31,1.2,43,44.9064,81,-73.1872,0
2020-01-07 22:00:00,24.4,13,33,2.6,40,45.8262,78,-73.0042,0
2020-01-07 23:00:00,31.6,72,25,1.4,75,45.9328,72,-72.3596,0
2020-01-08 00:00:00,36.3,65,8,1.6,37,45.0271,76,-72.953,0
2020-01-08 01:00:00,25.2,35,14,1.1,37,44.6706,33,-73.5378,0
2020-01-08 02:00:00,23.3,20,8,0.0,44,45.224,97,-73.6879,0
2020-01-08 03:00:00,31.2,86,36,1.8,39,44.0953,50,-73.5902,0
2020-01-08 04:00:00,36.9,50,24,3.5,47,44.2657,26,-72.9577,0
2020-01-08 05:00:00,37.1,88,11,0.9,34,44.5172,46,-73.083,0
2020-01-08 06:00:00,37.9,14,12,2.2,72,44.6377,16,-72.0082,0
2020-01-08 07:00:00,24.4,33,13,3.4,53,44.4,84,-73.2513,0
2020-01-08 08:00:00,22.7,33,29,0.5,40,45.8201,7,-72.7205,0
2020-01-08 09:00:00,39.2,73,30,3.6,42,44.5162,59,-73.2147,0
2020-01-08 10:00:00,31.2,55,30,1.4,42,45.2928,60,-72.9865,0
2020-01-08 11:00:00,32.7,85,8,0.6,69,45.8628,5,-73.7477,0
2020-01-08 12:00:00,31.3,41,37,4.2,76,44.1246,54,-73.2562,0
2020-01-08 13:00:00,26.0,65,18,2.4,31,44.5129,80,-73.0843,0
2020-01-08 14:00:00,29.1,64,7,2.4,78,45.9509,61,-73.0588,0
2020-01-08 15:00:00,21.6,67,18,0.6,78,44.9219,83,-72.1252,0
2020-01-08 16:00:00,17.8,60,1,3.0,31,44.9236,92,-73.2479,0
2020-01-08 17:00:00,35.5,15,10,3.7,31,44.7818,88,-73.0759,0
2020-01-08 18:00:00,17.6,41,2,4.2,69,45.9383,52,-72.706,0
2020-01-08 19:00:00,30.1,49,38,2.1,68,45.9591,87,-72.8753,0
2020-01-08 20:00:00,19.6,39,23,2.1,31,44.7201,85,-73.5771,0
2020-01-08 21:00:00,25.8,29,9,4.0,48,45.7853,30,-72.8577,0
2020-01-08 22:00:00,30.9,28,25,1.3,78,44.769,77,-73.5878,0
2020-01-08 23:00:00,15.4,43,14,1.9,48,45.6371,73,-73.0752,0
2020-01-09 00:00:00,27.3,68,21,1.4,56,45.3331,32,-72.0077,0
2020-01-09 01:00:00,32.6,35,38,2.8,54,45.5273,39,-73.2231,0
2020-01-09 02:00:00,17.1,65,31,1.8,61,44.5463,52,-73.3633,0
2020-01-09 03:00:00,38.0,14,40,0.3,79,45.0836,77,-73.3206,low
2020-01-09 04:00:00,29.0,64,33,0.7,55,45.8386,72,-73.2762,0
2020-01-09 05:00:00,23.4,66,36,0.9,54,45.7326,7,-72.7499,0
2020-01-09 06:00:00,35.8,10,28,3.9,51,44.8351,68,-72.6318,0
2020-01-09 07:00:00,17.5,70,30,2.3,65,45.1885,67,-72.6738,0
2020-01-09 08:00:00,38.4,66,29,0.6,35,45.0656,45,-73.8417,0
2020-01-09 09:00:00,32.1,48,11,2.0,38,45.2604,55,-72.7938,0
2020-01-09 10:00:00,29.4,39,21,0.5,52,44.2133,32,-73.7166,0
2020-01-09 11:00:00,33.7,40,24,0.3,64,44.124,90,-73.7185,0
2020-01-09 12:00:00,17.5,40,30,4.5,58,45.185,53,-73.187,0
2020-01-09 13:00:00,22.2,90,7,1.1,48,44.852,79,-73.2831,0
2020-01-09 14:00:00,16.3,90,31,2.5,70,45.5236,53,-73.5529,0
2020-01-09 15:00:00,36.8,88,2,4.5,42,45.1757,47,-73.3352,0
2020-01-09 16:00:00,18.9,18,16,2.9,44,45.0722,92,-72.1574,0
2020-01-09 17:00:00,23.6,43,26,4.1,69,45.4873,38,-72.572,0
2020-01-09 18:00:00,21.8,30,5,0.2,56,45.5117,99,-72.5717,0
2020-01-09 19:00:00,39.1,35,16,4.2,43,45.3445,77,-73.198,0
2020-01-09 20:00:00,19.6,76,8,3.3,32,44.1408,18,-72.1468,0
2020-01-09 21:00:00,22.4,78,36,4.0,71,44.7872,75,-72.0819,0
2020-01-09 22:00:00,32.0,53,18,0.9,74,44.5496,94,-73.8769,0
2020-01-09 23:00:00,17.3,72,34,2.3,54,45.1163,32,-73.8602,0
2020-01-10 00:00:00,16.2,37,1,2.7,78,44.8566,88,-73.2597,0
2020-01-10 01:00:00,18.4,78,12,0.3,79,45.9239,16,-72.6042,0
2020-01-10 02:00:00,28.5,40,2,3.5,72,44.9143,37,-73.7223,0
2020-01-10 03:00:00,24.1,26,10,0.0,51,45.5672,95,-73.7298,0
2020-01-10 04:00:00,22.0,83,5,4.2,37,44.0001,26,-73.1593,0
2020-01-10 05:00:00,32.5,19,25,3.3,51,44.1354,26,-72.9707,0
2020-01-10 06:00:00,23.2,48,25,1.4,61,44.7243,31,-73.672,0
2020-01-10 07:00:00,17.5,54,8,1.0,38,45.651,90,-72.9273,0
2020-01-10 08:00:00,38.2,67,3,4.3,34,44.9747,48,-72.9222,0
2020-01-10 09:00:00,20.2,77,29,1.0,33,44.4791,91,-72.8353,0
2020-01-10 10:00:00,35.6,80,38,2.7,63,45.1773,1,-73.444,0
2020-01-10 11:00:00,23.5,32,38,2.6,35,45.2959,65,-72.1516,0
2020-01-10 12:00:00,30.3,11,26,0.9,78,44.9213,62,-73.0814,0
2020-01-10 13:00:00,17.4,31,16,0.0,31,45.9837,30,-72.7557,0
2020-01-10 14:00:00,30.4,40,35,4.6,52,44.9378,61,-73.8232,0
2020-01-10 15:00:00,19.3,53,22,3.0,80,45.8633,32,-73.846,0
2020-01-10 16:00:00,29.5,18,5,0.6,37,45.8972,68,-72.2748,0
2020-01-10 17:00:00,34.6,41,4,1.3,50,45.3098,8,-73.3391,0
2020-01-10 18:00:00,24.9,90,7,2.6,47,45.5525,19,-72.999,0
2020-01-10 19:00:00,18.5,88,37,1.0,51,45.0393,7,-73.5318,0
2020-01-10 20:00:00,20.2,26,20,3.2,34,44.9652,13,-72.5417,0
2020-01-10 21:00:00,37.3,57,13,0.3,76,45.931,8,-72.6514,0
2020-01-10 22:00:00,19.5,88,16,1.9,59,44.0924,9,-73.2092,0
2020-01-10 23:00:00,19.4,20,15,3.7,74,44.2283,92,-72.3789,0
2020-01-11 00:00:00,26.1,50,1,2.8,35,45.946,48,-72.1528,0
2020-01-11 01:00:00,20.6,80,9,1.5,50,44.7397,47,-73.9606,0
2020-01-11 02:00:00,21.3,26,31,0.4,56,45.081,21,-73.9823,0
2020-01-11 03:00:00,30.2,50,30,2.4,65,45.9373,77,-72.3112,0
2020-01-11 04:00:00,18.1,55,32,1.8,54,44.5684,32,-73.13,0
2020-01-11 05:00:00,26.3,59,5,2.5,64,45.4655,94,-72.3613,0
2020-01-11 06:00:00,19.6,25,24,0.4,36,45.6622,62,-73.6597,0
2020-01-11 07:00:00,19.2,28,11,1.0,44,44.6211,73,-72.9714,0
2020-01-11 08:00:00,20.5,49,9,2.3,56,44.3847,15,-73.5247,0
2020-01-11 09:00:00,26.5,18,3,0.3,80,45.1517,33,-73.095,0
2020-01-11 10:00:00,22.9,25,8,4.2,71,45.5844,38,-73.7108,0
2020-01-11 11:00:00,18.8,83,29,4.2,76,45.2749,55,-73.4655,0
2020-01-11 12:00:00,26.3,41,31,3.7,36,44.2983,83,-73.2849,0
2020-01-11 13:00:00,37.5,72,36,3.9,32,44.0262,47,-73.4865,0
2020-01-11 14:00:00,23.4,80,37,0.7,67,45.138,8,-73.3202,0
2020-01-11 15:00:00,36.0,37,20,0.9,77,44.3083,35,-73.5452,0
2020-01-11 16:00:00,30.7,60,0,0.0,58,44.7839,67,-72.0952,0
2020-01-11 17:00:00,27.0,50,29,0.9,57,45.1388,7,-73.6503,0
2020-01-11 18:00:00,19.6,26,16,3.8,66,45.4925,35,-72.4882,0
2020-01-11 19:00:00,27.8,43,32,1.1,77,44.9488,68,-72.3859,0
2020-01-11 20:00:00,38.5,60,7,3.7,39,44.9418,61,-73.5959,0
2020-01-11 21:00:00,30.0,61,16,4.7,37,44.2815,8,-72.8058,0
2020-01-11 22:00:00,28.9,64,24,0.9,68,44.7258,73,-72.5417,0
2020-01-11 23:00:00,21.4,57,8,0.5,47,45.3589,30,-72.8965,0
2020-01-12 00:00:00,16.4,61,34,0.2,65,45.0105,100,-73.1119,0
2020-01-12 01:00:00,39.7,33,32,0.4,52,44.8102,34,-72.8612,0
2020-01-12 02:00:00,21.2,39,5,3.9,60,44.6784,71,-73.2301,0
2020-01-12 03:00:00,16.4,34,37,2.8,59,44.404,96,-72.8102,0
2020-01-12 04:00:00,28.9,63,28,2.1,44,44.9116,69,-73.6226,0
2020-01-12 05:00:00,36.7,57,24,2.8,46,44.8715,3,-72.4813,0
2020-01-12 06:00:00,18.5,10,13,1.5,39,44.8079,67,-73.8817,0
2020-01-12 07:00:00,38.3,90,10,2.1,49,45.5973,87,-72.5844,0
2020-01-12 08:00:00,31.6,28,25,2.4,79,45.3921,70,-73.8941,0
2020-01-12 09:00:00,34.3,56,4,4.0,30,44.2613,4,-73.3437,0
2020-01-12 10:00:00,30.3,77,33,3.4,72,44.613,67,-73.0041,0
2020-01-12 11:00:00,20.6,89,12,1.1,67,45.6629,53,-72.1096,0
2020-01-12 12:00:00,24.6,32,21,2.9,46,45.2612,16,-72.9445,0
2020-01-12 13:00:00,18.1,45,16,0.6,56,45.7776,39,-73.1719,0
2020-01-12 14:00:00,32.6,50,15,1.8,48,45.0896,2,-73.4665,0
2020-01-12 15:00:00,39.9,89,25,0.6,42,44.7772,71,-72.2771,0
2020-01-12 16:00:00,39.5,60,13,1.2,47,45.6773,56,-73.1757,0
2020-01-12 17:00:00,21.5,32,37,2.6,78,44.659,93,-73.1846,0
2020-01-12 18:00:00,19.7,65,21,3.3,68,44.3161,51,-73.912,0
2020-01-12 19:00:00,25.3,11,29,4.9,31,44.2694,90,-73.8341,0
2020-01-12 20:00:00,18.2,49,10,1.0,53,44.3857,4,-72.2806,0
2020-01-12 21:00:00,29.3,44,34,1.0,70,44.8371,29,-72.2992,0
2020-01-12 22:00:00,22.9,48,10,0.5,61,44.656,37,-72.2237,0
2020-01-12 23:00:00,24.6,90,13,4.6,70,45.5128,96,-72.7634,0
2020-01-13 00:00:00,26.8,16,37,4.6,56,44.3713,55,-73.1547,0
2020-01-13 01:00:00,26.6,28,8,2.3,65,45.0672,97,-72.66,0
2020-01-13 02:00:00,20.7,90,33,1.9,35,45.8853,66,-73.8268,0
2020-01-13 03:00:00,35.1,71,33,1.0,75,45.84,55,-73.7916,0
2020-01-13 04:00:00,30.6,37,20,4.4,38,44.258,90,-73.9779,0
2020-01-13 05:00:00,15.8,60,10,3.5,60,45.3016,1,-72.6078,0
2020-01-13 06:00:00,24.4,45,6,1.3,76,45.1349,10,-72.843,0
2020-01-13 07:00:00,20.1,73,9,3.9,65,44.8783,71,-72.2196,0
2020-01-13 08:00:00,31.3,72,3,3.2,46,45.6639,49,-73.0557,0
2020-01-13 09:00:00,34.6,88,24,1.7,45,45.0599,44,-72.0674,0
2020-01-13 10:00:00,18.1,49,10,2.9,71,44.7993,28,-73.5388,0
2020-01-13 11:00:00,35.6,32,31,4.3,65,45.6237,19,-72.2366,0
2020-01-13 12:00:00,31.9,87,11,2.9,80,44.5098,79,-73.9604,0
2020-01-13 13:00:00,39.1,72,39,3.9,46,45.0159,31,-73.1356,0
2020-01-13 14:00:00,37.3,62,29,4.3,42,44.4811,8,-73.195,0
2020-01-13 15:00:00,37.1,89,1,2.3,52,44.1786,50,-72.0718,0
2020-01-13 16:00:00,17.8,82,7,2.8,42,44.2877,44,-72.6219,0
2020-01-13 17:00:00,15.7,42,12,2.5,46,45.4291,68,-72.5019,0
2020-01-13 18:00:00,23.8,13,23,2.4,80,45.7147,81,-72.8769,0
2020-01-13 19:00:00,22.0,14,31,3.4,48,44.58,55,-73.221,0
2020-01-13 20:00:00,33.6,14,2,3.4,42,45.9386,84,-72.3014,0
2020-01-13 21:00:00,19.7,84,36,2.2,36,44.8118,94,-73.8968,0
2020-01-13 22:00:00,18.1,62,35,2.0,45,44.0226,6,-72.1268,0
2020-01-13 23:00:00,22.9,78,16,2.0,69,45.2482,21,-72.256,0
2020-01-14 00:00:00,22.1,89,27,2.3,55,44.4922,74,-72.8636,0
2020-01-14 01:00:00,15.0,34,3,2.8,72,45.82,96,-73.8615,0
2020-01-14 02:00:00,15.4,31,13,0.4,77,44.3581,59,-72.2597,0
2020-01-14 03:00:00,30.8,23,30,3.3,43,44.5964,89,-73.9553,0
2020-01-14 04:00:00,27.9,49,1,0.5,71,44.8623,84,-73.6979,0
2020-01-14 05:00:00,27.4,54,38,3.9,54,44.1258,89,-73.0473,0
2020-01-14 06:00:00,28.1,29,15,2.7,35,44.8282,56,-73.4587,0
2020-01-14 07:00:00,36.1,47,14,3.3,76,45.3266,66,-72.3754,0
2020-01-14 08:00:00,23.6,39,36,3.3,50,44.2839,64,-72.7539,0
2020-01-14 09:00:00,16.9,36,13,3.9,38,44.8313,15,-72.6309,0
2020-01-14 10:00:00,37.9,88,18,1.0,68,44.1039,33,-72.4876,0
2020-01-14 11:00:00,17.6,39,15,5.0,73,45.9006,61,-73.2842,0
2020-01-14 12:00:00,17.7,25,39,1.3,31,45.306,3,-72.7882,0
2020-01-14 13:00:00,32.3,40,23,0.3,32,45.6683,96,-73.2947,0
2020-01-14 14:00:00,36.8,42,1,1.4,70,45.0489,48,-73.4448,0
2020-01-14 15:00:00,26.1,20,12,0.8,44,44.6828,17,-72.264,0
2020-01-14 16:00:00,38.9,35,12,1.7,56,45.0356,97,-72.4974,0
2020-01-14 17:00:00,21.0,49,27,4.7,62,45.4788,6,-73.0286,0
2020-01-14 18:00:00,23.1,21,38,2.4,69,44.6112,80,-72.8658,0
2020-01-14 19:00:00,25.1,44,32,1.9,76,44.5978,89,-73.8133,0
