timestamp,temperature,humidity,wind_speed,precipitation,vegetation_index,latitude,human_activity_index,longitude,date,severity
2020-02-02 21:00:00,33.1,39,3,1.2,72,44.6167,37,-72.1614,2020-02-02,1.0
2020-02-02 22:00:00,39.4,22,26,3.4,56,44.5664,39,-73.6626,2020-02-02,1.0
2020-02-02 23:00:00,29.9,89,2,1.1,40,45.2673,99,-73.0376,2020-02-02,1.0
2020-02-16 00:00:00,29.9,60,37,3.9,69,44.3821,32,-73.0881,2020-02-16,0.0
2020-02-16 01:00:00,18.0,90,31,0.7,35,44.1971,47,-72.0476,2020-02-16,0.0
2020-02-16 02:00:00,22.8,67,32,2.3,49,45.4289,19,-72.1594,2020-02-16,0.0
2020-02-16 03:00:00,15.9,51,14,1.7,62,45.0925,56,-73.2672,2020-02-16,0.0
2020-02-16 04:00:00,28.1,88,30,2.9,36,45.4316,22,-72.6654,2020-02-16,0.0
2020-02-16 05:00:00,26.1,84,16,3.0,58,44.0139,8,-73.4763,2020-02-16,0.0
2020-02-16 06:00:00,36.5,31,14,4.5,54,44.9809,22,-72.5168,2020-02-16,0.0
2020-02-16 07:00:00,31.3,64,14,0.1,79,45.315,62,-73.9271,2020-02-16,0.0
2020-02-16 08:00:00,16.8,27,29,1.1,62,44.7026,64,-72.6986,2020-02-16,0.0
2020-02-16 09:00:00,20.7,29,1,3.1,37,45.1013,56,-72.6677,2020-02-16,0.0
2020-02-16 10:00:00,23.0,14,26,3.5,46,45.6243,91,-73.4462,2020-02-16,0.0
2020-02-16 11:00:00,15.7,34,12,4.9,32,45.179,46,-72.1719,2020-02-16,0.0
2020-02-16 12:00:00,24.3,34,15,2.3,60,44.7979,42,-73.4798,2020-02-16,0.0
2020-02-16 13:00:00,15.3,60,11,0.4,62,45.7701,57,-72.4821,2020-02-16,0.0
2020-02-16 14:00:00,39.1,34,34,1.4,34,45.194,88,-73.2115,2020-02-16,0.0
2020-02-16 15:00:00,18.5,62,25,3.9,67,44.5195,41,-72.3416,2020-02-16,0.0
2020-02-16 16:00:00,32.0,26,3,2.6,40,44.5652,45,-72.4804,2020-02-16,0.0
2020-02-16 17:00:00,35.1,34,39,0.3,55,44.6907,79,-73.6182,2020-02-16,0.0
2020-02-16 18:00:00,28.5,67,12,1.9,42,44.354,67,-72.055,2020-02-16,0.0
2020-02-16 19:00:00,20.3,21,3,4.7,70,45.8852,36,-72.2909,2020-02-16,0.0
2020-02-16 20:00:00,17.9,20,32,3.5,57,45.947,36,-72.1187,2020-02-16,0.0
2020-02-16 21:00:00,23.4,90,25,4.8,64,45.3594,30,-73.1523,2020-02-16,0.0
2020-02-16 22:00:00,39.2,44,20,0.0,70,45.5989,14,-72.1867,2020-02-16,0.0
2020-02-16 23:00:00,34.5,55,11,5.0,30,45.5212,20,-72.2097,2020-02-16,0.0
2020-02-17 00:00:00,30.3,70,15,1.4,31,44.0646,13,-72.2676,2020-02-17,0.0
2020-02-17 01:00:00,35.8,48,23,3.6,75,44.523,75,-73.5679,2020-02-17,0.0
2020-02-17 02:00:00,27.6,15,34,0.1,33,45.3629,27,-73.1688,2020-02-17,0.0
2020-02-17 03:00:00,24.9,24,37,3.6,73,44.3845,88,-72.8648,2020-02-17,0.0
2020-02-17 04:00:00,25.0,47,28,2.3,40,45.6284,78,-72.4471,2020-02-17,0.0
2020-02-17 05:00:00,19.6,11,24,4.8,41,44.3115,70,-72.2534,2020-02-17,0.0
2020-02-17 06:00:00,20.4,19,9,3.8,34,45.5752,41,-72.5377,2020-02-17,0.0
2020-02-17 07:00:00,32.5,61,19,0.2,46,45.0071,74,-73.519,2020-02-17,0.0
2020-02-17 08:00:00,15.8,14,1,1.8,77,45.9533,32,-72.2043,2020-02-17,0.0
2020-02-17 09:00:00,37.6,13,2,4.2,31,44.2214,19,-73.1477,2020-02-17,0.0
2020-02-17 10:00:00,18.2,59,10,1.3,55,45.9044,67,-72.8907,2020-02-17,0.0
2020-02-17 11:00:00,21.8,31,24,3.6,52,44.7197,43,-72.406,2020-02-17,0.0
2020-02-17 12:00:00,31.4,53,29,0.0,43,45.4428,26,-72.5472,2020-02-17,0.0
2020-02-17 13:00:00,26.1,29,25,2.5,55,44.5288,42,-72.0082,2020-02-17,0.0
2020-02-17 14:00:00,24.2,13,10,0.7,41,45.0208,56,-73.4475,2020-02-17,0.0
2020-02-17 15:00:00,15.2,38,28,3.5,55,44.463,26,-73.091,2020-02-17,0.0
2020-02-17 16:00:00,21.7,78,28,1.3,30,44.2377,100,-72.0958,2020-02-17,0.0
2020-02-17 17:00:00,31.6,88,1,2.4,32,45.9987,78,-72.1009,2020-02-17,0.0
2020-02-17 18:00:00,38.4,14,37,1.2,71,44.4328,95,-73.9367,2020-02-17,0.0
2020-02-17 19:00:00,31.3,23,18,1.0,80,45.0007,51,-72.242,2020-02-17,0.0
2020-02-17 20:00:00,20.7,62,10,1.0,35,45.3437,19,-72.7436,2020-02-17,0.0
2020-02-17 21:00:00,37.0,33,38,3.2,74,44.7243,10,-73.6712,2020-02-17,0.0
2020-02-17 22:00:00,39.1,50,35,1.3,35,45.0263,57,-73.046,2020-02-17,0.0
2020-02-17 23:00:00,17.3,55,38,0.5,34,45.5665,0,-73.5368,2020-02-17,0.0
2020-03-08 00:00:00,38.5,45,4,2.9,63,45.5225,87,-73.6463,2020-03-08,0.0
2020-03-08 01:00:00,30.0,75,16,4.5,65,44.7625,38,-73.5295,2020-03-08,0.0
2020-03-08 02:00:00,34.4,22,25,0.7,70,45.8508,97,-73.9233,2020-03-08,0.0
2020-03-08 03:00:00,19.5,84,36,4.6,36,44.602,69,-73.6142,2020-03-08,0.0
2020-03-08 04:00:00,20.5,84,0,4.3,40,45.3454,37,-72.1117,2020-03-08,0.0
2020-03-08 05:00:00,18.9,81,24,2.3,35,45.0276,44,-73.3851,2020-03-08,0.0
2020-03-08 06:00:00,29.6,90,37,0.8,33,44.9762,80,-72.3181,2020-03-08,0.0
2020-03-08 07:00:00,39.0,31,4,0.6,75,44.9636,5,-72.0744,2020-03-08,0.0
2020-03-08 08:00:00,20.9,90,37,0.0,80,45.9921,46,-73.179,2020-03-08,0.0
2020-03-08 09:00:00,23.5,10,20,2.2,70,45.1022,55,-72.9393,2020-03-08,0.0
2020-03-08 10:00:00,37.2,16,14,3.0,31,45.3713,6,-73.3319,2020-03-08,0.0
2020-03-08 11:00:00,17.5,58,23,1.1,34,44.5997,20,-73.3989,2020-03-08,0.0
2020-03-08 12:00:00,25.6,70,28,3.6,72,44.3363,73,-73.8774,2020-03-08,0.0
2020-03-08 13:00:00,35.7,15,7,0.1,55,45.358,26,-73.8514,2020-03-08,0.0
2020-03-08 14:00:00,34.5,24,33,1.3,48,44.0175,60,-73.867,2020-03-08,0.0
2020-03-08 15:00:00,37.7,26,22,2.8,78,44.2854,94,-72.8387,2020-03-08,0.0
2020-03-08 16:00:00,28.3,31,3,2.4,73,45.2342,19,-72.3767,2020-03-08,0.0
2020-03-08 17:00:00,16.7,90,23,3.3,76,45.1142,12,-73.6724,2020-03-08,0.0
2020-03-08 18:00:00,39.4,74,10,0.8,42,44.7801,28,-72.5306,2020-03-08,0.0
2020-03-08 19:00:00,19.9,38,26,4.2,70,45.1776,49,-73.9845,2020-03-08,0.0
2020-03-08 20:00:00,39.1,72,30,2.0,35,45.8312,69,-72.5667,2020-03-08,0.0
2020-03-08 21:00:00,29.7,43,3,1.9,49,44.8532,78,-73.877,2020-03-08,0.0
2020-03-08 22:00:00,30.5,22,14,4.0,77,44.6654,40,-72.3566,2020-03-08,0.0
2020-03-08 23:00:00,35.5,12,31,3.5,68,44.4623,6,-73.4823,2020-03-08,0.0
2020-04-17 00:00:00,30.0,49,6,2.7,64,44.8754,47,-73.1477,2020-04-17,0.0
2020-04-17 01:00:00,17.3,29,13,4.0,71,44.8129,11,-73.0511,2020-04-17,0.0
2020-04-17 02:00:00,39.0,44,37,0.9,61,45.7922,93,-73.3243,2020-04-17,0.0
2020-04-17 03:00:00,37.0,76,27,3.8,36,44.1317,49,-72.7593,2020-04-17,0.0
2020-04-17 04:00:00,25.2,21,19,4.3,56,44.4819,18,-73.4108,2020-04-17,0.0
2020-04-17 05:00:00,21.0,64,30,2.6,39,44.9115,20,-72.8462,2020-04-17,0.0
2020-04-17 06:00:00,22.5,34,22,2.2,70,45.5137,9,-72.4236,2020-04-17,0.0
2020-04-17 07:00:00,29.3,53,16,2.8,74,45.6304,26,-73.5001,2020-04-17,0.0
2020-04-17 08:00:00,19.5,48,40,1.9,58,44.8919,96,-73.5816,2020-04-17,0.0
2020-04-17 09:00:00,22.8,84,40,1.2,74,44.6798,53,-73.5653,2020-04-17,0.0
2020-04-17 10:00:00,20.8,64,21,1.5,70,44.7144,0,-73.9187,2020-04-17,0.0
2020-04-17 11:00:00,20.3,50,1,3.9,79,45.8467,69,-73.1786,2020-04-17,0.0
2020-04-17 12:00:00,19.8,83,24,0.7,59,45.7414,39,-73.3531,2020-04-17,0.0
2020-04-17 13:00:00,28.6,50,11,1.7,62,45.9183,98,-73.9864,2020-04-17,0.0
2020-04-17 14:00:00,32.7,69,27,2.0,57,44.7328,76,-73.3854,2020-04-17,0.0
2020-04-17 15:00:00,18.6,25,22,3.1,37,44.1102,17,-73.6695,2020-04-17,0.0
2020-04-17 16:00:00,22.0,67,37,1.2,48,44.9917,74,-72.7629,2020-04-17,0.0
2020-04-17 17:00:00,36.2,23,34,3.2,57,44.6024,56,-72.5867,2020-04-17,0.0
2020-04-17 18:00:00,25.2,43,36,3.1,48,45.2999,36,-73.845,2020-04-17,0.0
2020-04-17 19:00:00,30.3,30,19,0.4,73,44.7883,79,-73.2815,2020-04-17,0.0
2020-04-17 20:00:00,17.5,25,17,5.0,48,44.1532,40,-73.2129,2020-04-17,0.0
2020-04-17 21:00:00,23.5,38,35,4.2,35,44.5028,19,-73.2292,2020-04-17,0.0
2020-04-17 22:00:00,29.2,44,40,1.4,45,45.9783,93,-72.3406,2020-04-17,0.0
2020-04-17 23:00:00,25.2,85,39,3.7,69,45.3718,93,-73.8188,2020-04-17,0.0
2020-04-18 00:00:00,38.9,43,11,0.1,61,44.9945,89,-72.8984,2020-04-18,1.0
2020-04-18 01:00:00,30.1,74,26,2.1,52,44.1096,50,-72.2738,2020-04-18,1.0
2020-04-18 02:00:00,39.6,50,19,4.4,66,45.3687,39,-73.1037,2020-04-18,1.0
2020-04-18 03:00:00,22.6,30,24,4.0,56,44.3753,4,-73.768,2020-04-18,1.0
2020-04-18 04:00:00,35.3,21,30,0.1,79,45.5982,83,-72.8358,2020-04-18,1.0
2020-04-18 05:00:00,15.8,22,13,0.4,47,45.852,42,-72.8033,2020-04-18,1.0
2020-04-18 06:00:00,17.7,69,8,2.6,49,44.7205,19,-73.2823,2020-04-18,1.0
2020-04-18 07:00:00,37.7,17,38,0.4,61,45.9615,98,-72.5068,2020-04-18,1.0
2020-04-18 08:00:00,37.6,22,14,2.1,59,44.0323,70,-73.686,2020-04-18,1.0
2020-04-18 09:00:00,21.0,64,38,0.7,62,44.0338,8,-73.2515,2020-04-18,1.0
2020-04-18 10:00:00,38.2,43,30,1.2,45,45.6891,97,-72.9485,2020-04-18,1.0
2020-04-18 11:00:00,17.0,23,12,1.9,30,44.3329,59,-72.4774,2020-04-18,1.0
2020-04-18 12:00:00,36.3,64,23,3.5,40,44.6084,30,-73.2062,2020-04-18,1.0
2020-04-18 13:00:00,21.8,65,39,1.3,72,45.9546,13,-73.9922,2020-04-18,1.0
2020-04-18 14:00:00,26.2,48,30,4.2,70,44.345,31,-72.6956,2020-04-18,1.0
2020-04-18 15:00:00,26.4,59,22,3.5,49,45.0752,91,-72.7121,2020-04-18,1.0
2020-04-18 16:00:00,16.1,54,27,4.4,78,45.9528,70,-72.1156,2020-04-18,1.0
2020-04-18 17:00:00,29.2,71,6,0.2,44,45.8517,13,-73.8297,2020-04-18,1.0
2020-04-18 18:00:00,27.4,85,40,2.3,65,44.4536,88,-73.5942,2020-04-18,1.0
2020-04-18 19:00:00,36.9,24,28,1.1,76,45.4327,73,-72.9613,2020-04-18,1.0
2020-04-18 20:00:00,18.9,90,27,3.9,52,45.619,9,-73.1949,2020-04-18,1.0
2020-04-18 21:00:00,24.9,70,26,5.0,70,44.5329,6,-73.7487,2020-04-18,1.0
2020-04-18 22:00:00,20.6,85,22,1.6,49,44.3822,42,-73.7569,2020-04-18,1.0
2020-04-18 23:00:00,26.3,59,5,2.6,33,44.044,69,-73.0532,2020-04-18,1.0
2020-04-29 00:00:00,16.2,90,14,0.5,44,45.1314,49,-72.4881,2020-04-29,1.0
2020-04-29 01:00:00,37.2,26,27,1.6,39,44.6466,76,-72.4765,2020-04-29,1.0
2020-04-29 02:00:00,38.6,49,11,2.9,53,44.9931,77,-73.7748,2020-04-29,1.0
2020-04-29 03:00:00,38.2,76,27,3.0,47,45.2592,1,-72.4399,2020-04-29,1.0
2020-04-29 04:00:00,36.8,58,29,3.6,32,45.0794,97,-72.8947,2020-04-29,1.0
2020-04-29 05:00:00,38.4,22,30,1.0,70,44.6123,67,-73.33,2020-04-29,1.0
2020-04-29 06:00:00,29.6,24,6,3.2,34,45.8045,26,-73.3354,2020-04-29,1.0
2020-04-29 07:00:00,26.9,90,7,4.3,40,45.605,53,-72.8191,2020-04-29,1.0
2020-04-29 08:00:00,33.2,17,12,1.4,59,44.7885,83,-73.1567,2020-04-29,1.0
2020-04-29 09:00:00,39.0,17,18,2.4,39,45.0352,61,-72.4374,2020-04-29,1.0
2020-04-29 10:00:00,26.0,76,38,2.4,71,45.5184,54,-73.1331,2020-04-29,1.0
2020-04-29 11:00:00,24.9,77,15,0.8,40,44.8845,0,-73.9959,2020-04-29,1.0
2020-04-29 12:00:00,23.4,42,35,2.1,46,45.5875,38,-72.9415,2020-04-29,1.0
2020-04-29 13:00:00,29.2,50,19,5.0,65,44.0849,42,-72.3481,2020-04-29,1.0
2020-04-29 14:00:00,18.5,83,36,3.5,60,45.3434,7,-73.8974,2020-04-29,1.0
2020-04-29 15:00:00,36.2,87,23,4.9,54,44.457,92,-73.8967,2020-04-29,1.0
2020-04-29 16:00:00,27.8,51,25,1.4,59,45.1971,37,-73.3628,2020-04-29,1.0
2020-04-29 17:00:00,20.7,68,12,0.7,65,44.4967,24,-73.5125,2020-04-29,1.0
2020-04-29 18:00:00,27.8,90,40,1.6,75,45.3349,25,-73.9854,2020-04-29,1.0
2020-04-29 19:00:00,15.9,70,37,1.4,70,45.0829,36,-73.3969,2020-04-29,1.0
2020-04-29 20:00:00,22.7,74,13,1.2,68,44.3775,80,-72.5601,2020-04-29,1.0
2020-04-29 21:00:00,16.3,61,40,3.2,30,45.3503,61,-73.2034,2020-04-29,1.0
2020-04-29 22:00:00,27.2,33,35,3.8,56,44.3358,9,-72.4663,2020-04-29,1.0
2020-04-29 23:00:00,24.6,65,37,2.3,66,45.8979,90,-73.2778,2020-04-29,1.0
2020-05-05 00:00:00,38.6,11,4,4.3,57,44.7776,14,-72.3025,2020-05-05,2.0
2020-05-05 01:00:00,23.0,39,16,4.0,53,45.8989,35,-72.5485,2020-05-05,2.0
2020-05-05 02:00:00,36.5,87,10,2.6,69,45.7047,96,-73.0698,2020-05-05,2.0
2020-05-05 03:00:00,23.6,71,26,4.8,78,44.1774,67,-72.9353,2020-05-05,2.0
2020-05-05 04:00:00,30.9,17,25,1.6,60,44.8495,94,-72.3312,2020-05-05,2.0
2020-05-05 05:00:00,36.4,79,22,1.9,75,45.5515,67,-72.9512,2020-05-05,2.0
2020-05-05 06:00:00,38.8,22,24,1.5,50,45.2948,73,-72.0559,2020-05-05,2.0
2020-05-05 07:00:00,31.7,59,17,3.0,66,45.3874,20,-72.5315,2020-05-05,2.0
2020-05-05 08:00:00,34.9,37,36,0.4,72,45.9323,55,-73.895,2020-05-05,2.0
2020-05-05 09:00:00,29.6,77,29,1.9,56,45.4212,53,-73.9657,2020-05-05,2.0
2020-05-05 10:00:00,21.6,26,39,1.2,79,45.6431,50,-72.6796,2020-05-05,2.0
2020-05-05 11:00:00,21.6,62,16,0.3,79,44.2098,36,-73.2727,2020-05-05,2.0
2020-05-05 12:00:00,34.7,36,38,0.3,49,44.995,92,-72.6526,2020-05-05,2.0
2020-05-05 13:00:00,23.7,53,19,1.8,30,45.8953,18,-73.1465,2020-05-05,2.0
2020-05-05 14:00:00,32.2,74,29,0.7,52,45.2562,70,-72.6607,2020-05-05,2.0
2020-05-05 15:00:00,28.8,81,3,4.6,57,45.2638,15,-72.5648,2020-05-05,2.0
2020-05-05 16:00:00,16.7,16,3,0.1,72,44.5607,32,-73.1533,2020-05-05,2.0
2020-05-05 17:00:00,22.9,40,19,3.4,53,44.6745,63,-72.9112,2020-05-05,2.0
2020-05-05 18:00:00,30.8,49,34,0.3,72,44.7742,1,-72.4448,2020-05-05,2.0
2020-05-05 19:00:00,26.7,63,7,3.8,77,44.1393,38,-72.3113,2020-05-05,2.0
2020-05-05 20:00:00,27.2,79,5,0.2,52,44.8277,39,-72.8137,2020-05-05,2.0
2020-05-05 21:00:00,22.2,52,3,1.3,65,45.7928,5,-73.6362,2020-05-05,2.0
2020-05-05 22:00:00,16.4,81,33,2.2,71,44.0249,77,-73.2369,2020-05-05,2.0
2020-05-05 23:00:00,21.4,10,36,1.0,75,44.7495,95,-72.1901,2020-05-05,2.0
2020-06-06 00:00:00,39.8,53,40,1.7,76,45.3768,75,-72.4598,2020-06-06,1.0
2020-06-06 01:00:00,31.8,16,30,1.8,71,45.2063,43,-72.2677,2020-06-06,1.0
2020-06-06 02:00:00,32.6,70,0,2.8,47,45.2845,60,-73.3604,2020-06-06,1.0
2020-06-06 03:00:00,33.2,23,24,0.4,60,44.6066,15,-72.5149,2020-06-06,1.0
2020-06-06 04:00:00,24.4,18,27,3.4,74,45.2136,0,-73.055,2020-06-06,1.0
2020-06-06 05:00:00,29.8,11,34,1.6,76,45.3555,98,-72.1685,2020-06-06,1.0
2020-06-06 06:00:00,23.2,46,2,2.4,51,44.7433,56,-73.3642,2020-06-06,1.0
2020-06-06 07:00:00,33.2,49,20,3.0,53,44.7472,58,-72.0992,2020-06-06,1.0
2020-06-06 08:00:00,32.0,61,36,3.8,52,44.6261,31,-73.9435,2020-06-06,1.0
2020-06-06 09:00:00,19.5,19,11,4.8,30,44.28,14,-72.7871,2020-06-06,1.0
2020-06-06 10:00:00,27.6,52,19,3.8,41,45.0924,17,-72.5608,2020-06-06,1.0
2020-06-06 11:00:00,27.9,71,32,0.1,78,45.0286,51,-72.1636,2020-06-06,1.0
2020-06-06 12:00:00,25.4,44,31,3.3,35,44.0733,91,-72.3834,2020-06-06,1.0
2020-06-06 13:00:00,28.2,42,5,3.9,64,45.4694,21,-72.0924,2020-06-06,1.0
2020-06-06 14:00:00,26.7,59,11,2.7,57,45.1762,33,-73.7945,2020-06-06,1.0
2020-06-06 15:00:00,37.2,42,1,0.2,70,45.7221,81,-73.3851,2020-06-06,1.0
2020-06-06 16:00:00,26.2,21,23,3.3,54,44.3438,51,-73.4619,2020-06-06,1.0
2020-06-06 17:00:00,18.4,44,39,4.3,45,44.0894,48,-72.5135,2020-06-06,1.0
2020-06-06 18:00:00,37.0,81,26,0.4,49,45.29,34,-72.5712,2020-06-06,1.0
2020-06-06 19:00:00,28.1,40,34,4.7,48,44.5643,65,-72.1148,2020-06-06,1.0
2020-06-06 20:00:00,31.6,33,0,2.9,66,45.6114,68,-72.333,2020-06-06,1.0
2020-06-06 21:00:00,17.0,75,25,4.4,78,45.5862,79,-72.0097,2020-06-06,1.0
2020-06-06 22:00:00,28.6,57,22,2.8,62,45.3349,75,-72.0471,2020-06-06,1.0
2020-06-06 23:00:00,15.5,54,7,0.1,44,45.6876,33,-73.1551,2020-06-06,1.0
2020-06-08 00:00:00,19.5,38,26,2.6,50,44.5171,12,-72.2209,2020-06-08,2.0
2020-06-08 01:00:00,33.0,28,40,1.7,79,44.2334,87,-73.1914,2020-06-08,2.0
2020-06-08 02:00:00,16.8,18,26,1.9,71,45.056,31,-73.4986,2020-06-08,2.0
2020-06-08 03:00:00,21.4,47,1,2.2,40,44.882,18,-72.1341,2020-06-08,2.0
2020-06-08 04:00:00,18.7,14,13,3.6,77,44.2811,79,-72.7817,2020-06-08,2.0
2020-06-08 05:00:00,21.7,79,39,3.2,54,44.2371,66,-73.5779,2020-06-08,2.0
2020-06-08 06:00:00,38.3,48,28,0.8,40,44.6956,47,-72.7314,2020-06-08,2.0
2020-06-08 07:00:00,26.9,12,13,1.0,35,45.2211,46,-73.3752,2020-06-08,2.0
2020-06-08 08:00:00,21.8,37,27,2.5,49,45.2647,81,-73.857,2020-06-08,2.0
2020-06-08 09:00:00,26.1,64,10,3.7,79,45.3121,78,-73.4463,2020-06-08,2.0
2020-06-08 10:00:00,28.8,77,22,2.9,80,45.5891,39,-73.746,2020-06-08,2.0
2020-06-08 11:00:00,16.8,40,31,4.8,32,44.0679,63,-73.964,2020-06-08,2.0
2020-06-08 12:00:00,33.0,72,3,1.5,53,45.4338,8,-73.7841,2020-06-08,2.0
2020-06-08 13:00:00,27.8,70,33,3.2,70,44.2104,33,-73.6936,2020-06-08,2.0
2020-06-08 14:00:00,27.3,85,36,3.8,80,45.5165,73,-73.9479,2020-06-08,2.0
2020-06-08 15:00:00,19.8,55,3,2.8,35,45.8939,42,-72.8776,2020-06-08,2.0
2020-06-08 16:00:00,36.8,33,26,3.1,46,45.9405,19,-72.2198,2020-06-08,2.0
2020-06-08 17:00:00,39.9,67,4,3.5,30,44.0355,99,-73.0106,2020-06-08,2.0
2020-06-08 18:00:00,34.8,25,33,0.5,52,44.5623,88,-73.6508,2020-06-08,2.0
2020-06-08 19:00:00,26.7,85,17,1.3,63,45.5551,93,-73.7054,2020-06-08,2.0
2020-06-08 20:00:00,23.0,24,7,3.5,55,45.3793,31,-72.0498,2020-06-08,2.0
2020-06-08 21:00:00,32.0,25,7,0.5,68,44.1543,18,-72.3679,2020-06-08,2.0
2020-06-08 22:00:00,36.6,90,7,0.6,40,44.0247,100,-73.4378,2020-06-08,2.0
2020-06-08 23:00:00,19.2,26,36,0.8,52,44.8533,62,-72.9604,2020-06-08,2.0
2020-06-27 00:00:00,38.6,10,25,2.0,77,44.4784,92,-73.0622,2020-06-27,1.0
2020-06-27 01:00:00,20.9,83,1,1.4,65,45.5366,86,-73.44,2020-06-27,1.0
2020-06-27 02:00:00,21.8,68,23,2.1,69,45.4449,93,-73.5333,2020-06-27,1.0
2020-06-27 03:00:00,20.1,53,25,1.9,33,45.3984,25,-73.3641,2020-06-27,1.0
2020-06-27 04:00:00,25.9,32,36,3.3,65,45.5739,51,-72.3377,2020-06-27,1.0
2020-06-27 05:00:00,32.4,26,16,0.6,43,45.2776,0,-73.4869,2020-06-27,1.0
2020-06-27 06:00:00,23.4,20,38,3.4,38,45.5569,70,-73.1778,2020-06-27,1.0
2020-06-27 07:00:00,17.1,72,34,4.7,43,45.1018,15,-73.2732,2020-06-27,1.0
2020-06-27 08:00:00,36.1,60,20,1.0,69,44.273,8,-72.9814,2020-06-27,1.0
